id,name,full_name,legal_person,manager
008478.OF,天弘鑫意39个月定开债,天弘鑫意39个月定期开放债券型证券投资基金,天弘基金,柴文婷
008479.OF,景顺长城泰申回报混合,景顺长城泰申回报混合型证券投资基金,景顺长城基金,陈莹
008480.OF,永赢股息优选A,永赢股息优选混合型证券投资基金,永赢基金,李永兴、晏青
008481.OF,永赢股息优选C,永赢股息优选混合型证券投资基金,永赢基金,李永兴、晏青
008482.OF,广发央企80债券指数A,广发上海清算所0-4年央企80债券指数证券投资基金,广发基金,李伟
008483.OF,广发央企80债券指数C,广发上海清算所0-4年央企80债券指数证券投资基金,广发基金,李伟
008484.OF,格林泓裕一年定开债A,格林泓裕一年定期开放债券型证券投资基金,格林基金,杜钧天
008485.OF,格林泓裕一年定开债C,格林泓裕一年定期开放债券型证券投资基金,格林基金,杜钧天
008486.OF,德邦德瑞一年定开债,德邦德瑞一年定期开放债券型发起式证券投资基金,德邦基金,戴鹤忠、杨严、范文静
008487.OF,中信建投稳悦债券,中信建投稳悦一年定期开放债券型发起式证券投资基金,中信建投基金,许健
008488.OF,华商恒益稳健混合,华商恒益稳健混合型证券投资基金,华商基金,周海栋
008489.OF,华商鸿畅39个月定开利率债A,华商鸿畅39个月定期开放利率债债券型证券投资基金,华商基金,胡中原
008490.OF,华商鸿畅39个月定开利率债C,华商鸿畅39个月定期开放利率债债券型证券投资基金,华商基金,胡中原
008491.OF,万家周期优势企业混合A,万家周期优势企业混合型证券投资基金,万家基金,刘洋
008492.OF,万家周期优势企业混合C,万家周期优势企业混合型证券投资基金,万家基金,刘洋
008493.OF,鹏华尊泰一年定开发起式债券,鹏华尊泰一年定期开放债券型发起式证券投资基金,鹏华基金,刘涛
008495.OF,景顺长城景泰添利一年定开债,景顺长城景泰添利一年定期开放债券型发起式证券投资基金,景顺长城基金,米良
008496.OF,国泰惠瑞一年定期开放债券,国泰惠瑞一年定期开放债券型发起式证券投资基金,国泰基金,胡智磊
008497.OF,鹏扬浦利中短债A,鹏扬浦利中短债债券型证券投资基金,鹏扬基金,陈钟闻
008498.OF,鹏扬浦利中短债C,鹏扬浦利中短债债券型证券投资基金,鹏扬基金,陈钟闻
008499.OF,鹏扬景科混合A,鹏扬景科混合型证券投资基金,鹏扬基金,赵世宏、王莹莹
008500.OF,鹏扬景科混合C,鹏扬景科混合型证券投资基金,鹏扬基金,赵世宏、王莹莹
008501.OF,鹏扬聚利六个月持有期债券A,鹏扬聚利六个月持有期债券型证券投资基金,鹏扬基金,李沁、张望、杨爱斌
008502.OF,鹏扬聚利六个月持有期债券C,鹏扬聚利六个月持有期债券型证券投资基金,鹏扬基金,李沁、张望、杨爱斌
008503.OF,国寿安保泰瑞纯债一年定开债券发起式,国寿安保泰瑞纯债一年定期开放债券型发起式证券投资基金,国寿安保基金,陶尹斌
008504.OF,国泰信用互利债券C,国泰信用互利债券型证券投资基金,国泰基金,王玉、刘波
008505.OF,浙商中短债债券A,浙商中短债债券型证券投资基金,浙商基金,刘爱民、周锦程、赵柳燕
008506.OF,浙商中短债债券C,浙商中短债债券型证券投资基金,浙商基金,刘爱民、周锦程、赵柳燕
008507.OF,交银内核驱动混合,交银施罗德内核驱动混合型证券投资基金,交银施罗德基金,杨浩、封晴
008508.OF,中融聚锦一年定开债券,中融聚锦一年定期开放债券型发起式证券投资基金,中融基金,石霄蒙
008509.OF,南方得利一年债券,南方得利一年定期开放债券型发起式证券投资基金,南方基金,黄斌斌
008510.OF,南方鼎利一年债券,南方鼎利一年定期开放债券型发起式证券投资基金,南方基金,黄河
008511.OF,宝盈鸿盛债券A,宝盈鸿盛债券型证券投资基金,宝盈基金,邓栋
008512.OF,宝盈鸿盛债券C,宝盈鸿盛债券型证券投资基金,宝盈基金,邓栋
008513.OF,南方宝丰混合A,南方宝丰混合型证券投资基金,南方基金,林乐峰、孙鲁闽
008514.OF,南方宝丰混合C,南方宝丰混合型证券投资基金,南方基金,林乐峰、孙鲁闽
008515.OF,国富基本面优选混合,富兰克林国海基本面优选混合型证券投资基金,国海富兰克林基金,赵晓东
008516.OF,浦银安盛盛熙一年定开债券,浦银安盛盛熙一年定期开放债券型发起式证券投资基金,浦银安盛基金,曹治国
008517.OF,兴业嘉华一年定开债券发起式,兴业嘉华一年定期开放债券型发起式证券投资基金,兴业基金,徐青
008518.OF,弘毅远方经济新动力混合,弘毅远方经济新动力混合型发起式证券投资基金,弘毅远方基金,樊可
008519.OF,中金中证沪港深优选消费50指数A,中金中证沪港深优选消费50指数证券投资基金,中金基金,耿帅军、刘重晋
008520.OF,中金中证沪港深优选消费50指数C,中金中证沪港深优选消费50指数证券投资基金,中金基金,耿帅军、刘重晋
008521.OF,富国汇优纯债63个月定开债,富国汇优纯债63个月定期开放债券型证券投资基金,富国基金,朱梦娜
008522.OF,富荣富合一年定开债,富荣富合一年定期开放纯债债券型发起式证券投资基金,富荣基金,王丹
008523.OF,安信丰泽39个月定开债券,安信丰泽39个月定期开放债券型证券投资基金,安信基金,王涛、肖芳芳
008524.OF,华泰柏瑞锦瑞债券A,华泰柏瑞锦瑞债券型证券投资基金,华泰柏瑞基金,吴邦栋、何子建
008525.OF,华泰柏瑞锦瑞债券C,华泰柏瑞锦瑞债券型证券投资基金,华泰柏瑞基金,吴邦栋、何子建
008526.OF,华泰柏瑞行业精选A,华泰柏瑞行业精选混合型证券投资基金,华泰柏瑞基金,刘芷冰
008527.OF,华泰柏瑞行业精选C,华泰柏瑞行业精选混合型证券投资基金,华泰柏瑞基金,刘芷冰
008528.OF,华泰柏瑞质量成长A,华泰柏瑞质量成长混合型证券投资基金,华泰柏瑞基金,李晓西
008529.OF,汇安信利债券A,汇安信利债券型证券投资基金,汇安基金,仇秉则
008530.OF,汇安信利债券C,汇安信利债券型证券投资基金,汇安基金,仇秉则
008531.OF,惠升惠民混合A,惠升惠民混合型证券投资基金,惠升基金,张一甫
008532.OF,惠升惠民混合C,惠升惠民混合型证券投资基金,惠升基金,张一甫
008533.OF,惠升惠兴混合A,惠升惠兴混合型证券投资基金,惠升基金,孙庆
008534.OF,惠升惠兴混合C,惠升惠兴混合型证券投资基金,惠升基金,孙庆
008535.OF,兴银合盛定开债A,兴银合盛三年定期开放债券型证券投资基金,兴银基金,范泰奇、王深
008536.OF,兴银合盛定开债C,兴银合盛三年定期开放债券型证券投资基金,兴银基金,范泰奇、王深
008537.OF,兴银研究精选股票A,兴银研究精选股票型证券投资基金,兴银基金,王丝语、杨坤
008538.OF,兴银研究精选股票C,兴银研究精选股票型证券投资基金,兴银基金,王丝语、杨坤
008539.OF,工银开元利率债债券A,工银瑞信开元利率债债券型证券投资基金,工银瑞信基金,张略钊
008540.OF,工银开元利率债债券C,工银瑞信开元利率债债券型证券投资基金,工银瑞信基金,张略钊
008541.OF,西部利得新享混合A,西部利得新享混合型证券投资基金,西部利得基金,周帅
008542.OF,西部利得新享混合C,西部利得新享混合型证券投资基金,西部利得基金,周帅
008543.OF,西部利得新瑞混合A,西部利得新瑞混合型证券投资基金,西部利得基金,韩丽楠、林静
008544.OF,西部利得新瑞混合C,西部利得新瑞混合型证券投资基金,西部利得基金,韩丽楠、林静
008545.OF,泓德丰润三年持有期混合,泓德丰润三年持有期混合型证券投资基金,泓德基金,邬传雁
008546.OF,南方产业优势两年混合A,南方产业优势两年持有期混合型证券投资基金,南方基金,蒋秋洁
008547.OF,博道安远6个月定开混合,博道安远6个月定期开放混合型证券投资基金,博道基金,袁争光
008548.OF,浙商惠盈纯债C,浙商惠盈纯债债券型证券投资基金,浙商基金,刘爱民
008549.OF,汇安中债-广西信用债A,汇安中债-广西壮族自治区公司信用类债券指数证券投资基金,汇安基金,金鸿峰
008550.OF,汇安中债-广西信用债C,汇安中债-广西壮族自治区公司信用类债券指数证券投资基金,汇安基金,金鸿峰
008551.OF,东财医药A,西藏东财中证医药卫生指数型发起式证券投资基金,东财基金,吴逸
008552.OF,东财医药C,西藏东财中证医药卫生指数型发起式证券投资基金,东财基金,吴逸
008553.OF,万家养老2035三年持有期混合(FOF),万家养老目标日期2035三年持有期混合型发起式基金中基金(FOF),万家基金,徐朝贞
008554.OF,景顺长城景泰汇利定开债C,景顺长城景泰汇利定期开放债券型证券投资基金,景顺长城基金,何江波
008555.OF,华商龙头优势混合,华商龙头优势混合型证券投资基金,华商基金,李双全
008556.OF,易方达裕富债券A,易方达裕富债券型证券投资基金,易方达基金,张雅君
008557.OF,易方达裕富债券C,易方达裕富债券型证券投资基金,易方达基金,张雅君
008558.OF,永赢邦利债券A,永赢邦利债券型证券投资基金,永赢基金,吴玮、谢越
008559.OF,永赢邦利债券C,永赢邦利债券型证券投资基金,永赢基金,吴玮、谢越
008560.OF,中邮淳悦39个月定开债A,中邮淳悦39个月定期开放债券型证券投资基金,中邮基金,闫宜乘
008561.OF,中邮淳悦39个月定开债C,中邮淳悦39个月定期开放债券型证券投资基金,中邮基金,闫宜乘
008563.OF,银河臻优稳健配置混合A,银河臻优稳健配置混合型证券投资基金,银河基金,何晶、陈伯祯
008564.OF,银河臻优稳健配置混合C,银河臻优稳健配置混合型证券投资基金,银河基金,何晶、陈伯祯
008565.OF,泰康安泽中短债A,泰康安泽中短债债券型证券投资基金,泰康资产,黄钟
008566.OF,蜂巢添盈纯债A,蜂巢添盈纯债债券型证券投资基金,蜂巢基金,李海涛
008567.OF,蜂巢添盈纯债C,蜂巢添盈纯债债券型证券投资基金,蜂巢基金,李海涛
008568.OF,蜂巢丰业一年定开,蜂巢丰业纯债一年定期开放债券型发起式证券投资基金,蜂巢基金,金之洁、廖新昌
008571.OF,金信民达纯债A,金信民达纯债债券型发起式证券投资基金,金信基金,杨杰、刘雨卉
008572.OF,金信民达纯债C,金信民达纯债债券型发起式证券投资基金,金信基金,杨杰、刘雨卉
008574.OF,中加1-3年政金债指数,中加中债-1-3年政策性金融债指数证券投资基金,中加基金,魏泰源
008575.OF,财通裕惠63个月定开债,财通裕惠63个月定期开放债券型证券投资基金,财通基金,罗晓倩
008578.OF,东海祥苏短债A,东海祥苏短债债券型证券投资基金,东海基金,邢烨
008579.OF,东海祥苏短债C,东海祥苏短债债券型证券投资基金,东海基金,邢烨
008580.OF,九泰久嘉纯债3个月A,九泰久嘉纯债3个月定期开放债券型证券投资基金,九泰基金,刘勇
008581.OF,九泰久嘉纯债3个月C,九泰久嘉纯债3个月定期开放债券型证券投资基金,九泰基金,刘勇
008582.OF,兴银聚丰债券,兴银聚丰债券型证券投资基金,兴银基金,傅峤钰
008583.OF,西部利得中债1-3年政金债指数A,西部利得中债1-3年政策性金融债指数证券投资基金,西部利得基金,刘心峰、李烨
008584.OF,西部利得中债1-3年政金债指数C,西部利得中债1-3年政策性金融债指数证券投资基金,西部利得基金,刘心峰、李烨
008585.OF,华夏中证人工智能主题ETF联接A,华夏中证人工智能主题交易型开放式指数证券投资基金发起式联接基金,华夏基金,李俊
008586.OF,华夏中证人工智能主题ETF联接C,华夏中证人工智能主题交易型开放式指数证券投资基金发起式联接基金,华夏基金,李俊
008587.OF,淳厚中短债A,淳厚中短债债券型证券投资基金,淳厚基金,江文军、祁洁萍
008588.OF,淳厚中短债C,淳厚中短债债券型证券投资基金,淳厚基金,江文军、祁洁萍
008590.OF,天弘中证全指证券公司ETF发起式联接A,天弘中证全指证券公司交易型开放式指数证券投资基金发起式联接基金,天弘基金,沙川
008591.OF,天弘中证全指证券公司ETF发起式联接C,天弘中证全指证券公司交易型开放式指数证券投资基金发起式联接基金,天弘基金,沙川
008592.OF,天弘沪深300指数增强A,天弘沪深300指数增强型发起式证券投资基金,天弘基金,杨超
008593.OF,天弘沪深300指数增强C,天弘沪深300指数增强型发起式证券投资基金,天弘基金,杨超
008594.OF,平安合润定开债,平安合润1年定期开放债券型发起式证券投资基金,平安基金,高勇标
008595.OF,平安惠智纯债,平安惠智纯债债券型证券投资基金,平安基金,韩克
008596.OF,平安乐顺39个月定开债A,平安乐顺39个月定期开放债券型证券投资基金,平安基金,段玮婧
008597.OF,平安乐顺39个月定开债C,平安乐顺39个月定期开放债券型证券投资基金,平安基金,段玮婧
008598.OF,宝盈中债1-3年国开行债券指数A,宝盈中债1-3年国开行债券指数证券投资基金,宝盈基金,吕姝仪
008599.OF,宝盈中债1-3年国开行债券指数C,宝盈中债1-3年国开行债券指数证券投资基金,宝盈基金,吕姝仪
008602.OF,方正富邦新兴成长混合A,方正富邦新兴成长混合型证券投资基金,方正富邦基金,崔建波
008603.OF,方正富邦新兴成长混合C,方正富邦新兴成长混合型证券投资基金,方正富邦基金,崔建波
008604.OF,广发稳安灵活配置C,广发稳安灵活配置混合型证券投资基金,广发基金,王颂
008605.OF,浙商惠民纯债C,浙商惠民纯债债券型证券投资基金,浙商基金,周锦程、刘爱民、赵柳燕
008606.OF,广发汇择一年定期开放债券A,广发汇择纯债一年定期开放债券型证券投资基金,广发基金,高翔
008607.OF,广发汇择一年定期开放债券C,广发汇择纯债一年定期开放债券型证券投资基金,广发基金,高翔
008608.OF,广发汇浦三年定期开放债券,广发汇浦三年定期开放债券型证券投资基金,广发基金,刘志辉
008609.OF,广发养老2040(FOF),广发养老目标日期2040三年持有期混合型发起式基金中基金(FOF),广发基金,JINYA
008610.OF,海富通添鑫收益债券C,海富通添鑫收益债券型证券投资基金,海富通基金,陈轶平、陈林海
008611.OF,海富通添鑫收益债券A,海富通添鑫收益债券型证券投资基金,海富通基金,陈轶平、陈林海
008612.OF,国投瑞银顺恒纯债债券,国投瑞银顺恒纯债债券型证券投资基金,国投瑞银基金,王侃、李鸥
008613.OF,浙商汇金安享66个月定期A,浙商汇金安享66个月定期开放债券型证券投资基金,浙商证券资管,王宇超
008614.OF,浙商汇金安享66个月定期C,浙商汇金安享66个月定期开放债券型证券投资基金,浙商证券资管,王宇超
008615.OF,浙商汇金聚泓两年定开债A,浙商汇金聚泓两年定期开放债券型发起式证券投资基金,浙商证券资管,王宇超
008616.OF,浙商汇金聚泓两年定开债C,浙商汇金聚泓两年定期开放债券型发起式证券投资基金,浙商证券资管,王宇超
008617.OF,国寿安保稳健养老一年持有混合发起式(FOF),国寿安保稳健养老目标一年持有期混合型发起式基金中基金(FOF),国寿安保基金,张志雄、龙南质
008618.OF,永赢医药健康A,永赢医药健康股票型证券投资基金,永赢基金,陆海燕
008619.OF,永赢医药健康C,永赢医药健康股票型证券投资基金,永赢基金,陆海燕
008620.OF,嘉实致宁3个月定开纯债债券,嘉实致宁3个月定期开放纯债债券型证券投资基金,嘉实基金,王立芹
008621.OF,天弘永裕稳健养老一年(FOF),天弘永裕稳健养老目标一年持有期混合型基金中基金(FOF),天弘基金,刘冬、张庆昌
008622.OF,鹏华股息龙头ETF联接A,鹏华中证高股息龙头交易型开放式指数证券投资基金联接基金,鹏华基金,罗英宇
008623.OF,鹏华股息龙头ETF联接C,鹏华中证高股息龙头交易型开放式指数证券投资基金联接基金,鹏华基金,罗英宇
008624.OF,汇安裕鑫12个月定开纯债债券,汇安裕鑫12个月定期开放纯债债券型发起式证券投资基金,汇安基金,张昆
008625.OF,国富平衡养老三年混合(FOF),富兰克林国海平衡养老目标三年持有期混合型发起式基金中基金(FOF),国海富兰克林基金,吴弦
008626.OF,南方0-5年江苏城投债A,南方中债0-5年中高等级江苏省城投类债券指数证券投资基金,南方基金,董浩、夏晨曦、朱佳
008627.OF,南方0-5年江苏城投债C,南方中债0-5年中高等级江苏省城投类债券指数证券投资基金,南方基金,董浩、夏晨曦、朱佳
008628.OF,大成惠享一年定开债券,大成惠享一年定期开放债券型发起式证券投资基金,大成基金,陈会荣
008629.OF,大成景瑞稳健配置混合A,大成景瑞稳健配置混合型证券投资基金,大成基金,孙丹、王磊
008630.OF,大成景瑞稳健配置混合C,大成景瑞稳健配置混合型证券投资基金,大成基金,孙丹、王磊
008631.OF,国泰民泽平衡养老目标三年持有期混合FOF,国泰民泽平衡养老目标三年持有期混合型发起式基金中基金(FOF),国泰基金,徐皓
008632.OF,南方吉元短债E,南方吉元短债债券型证券投资基金,南方基金,何康
008633.OF,万家科技创新混合A,万家科技创新混合型证券投资基金,万家基金,黄兴亮
008634.OF,万家科技创新混合C,万家科技创新混合型证券投资基金,万家基金,黄兴亮
008635.OF,华安科技创新混合,华安科技创新混合型证券投资基金,华安基金,李欣
008636.OF,前海联合泰瑞纯债A,新疆前海联合泰瑞纯债债券型证券投资基金,前海联合,黄浩东
008637.OF,国金惠享一年定开,国金惠享一年定期开放纯债债券型发起式证券投资基金,国金基金,尹海峰
008638.OF,广发科技创新混合A,广发科技创新混合型证券投资基金,广发基金,吴远怡
008639.OF,中欧预见养老2025一年持有(FOF),中欧预见养老目标日期2025一年持有期混合型基金中基金(FOF),中欧基金,桑磊
008640.OF,方正富邦科技创新A,方正富邦科技创新混合型证券投资基金,方正富邦基金,李长桥、吴昊
008641.OF,方正富邦科技创新C,方正富邦科技创新混合型证券投资基金,方正富邦基金,李长桥、吴昊
008642.OF,国金惠远纯债A,国金惠远纯债债券型证券投资基金,国金基金,谢雨芮
008643.OF,国金惠远纯债C,国金惠远纯债债券型证券投资基金,国金基金,谢雨芮
008644.OF,天弘季季兴三个月定开A,天弘季季兴三个月定期开放债券型发起式证券投资基金,天弘基金,柴文婷、陈钢
008645.OF,天弘季季兴三个月定开C,天弘季季兴三个月定期开放债券型发起式证券投资基金,天弘基金,柴文婷、陈钢
008646.OF,天弘增利短债A,天弘增利短债债券型发起式证券投资基金,天弘基金,王昌俊
008647.OF,天弘增利短债C,天弘增利短债债券型发起式证券投资基金,天弘基金,王昌俊
008648.OF,嘉实致业一年定期纯债债券,嘉实致业一年定期开放纯债债券型发起式证券投资基金,嘉实基金,王立芹
008649.OF,华泰柏瑞锦兴39个月定开债券,华泰柏瑞锦兴39个月定期开放债券型证券投资基金,华泰柏瑞基金,何子建
008650.OF,华泰柏瑞益商一年定开债券,华泰柏瑞益商一年定期开放债券型发起式证券投资基金,华泰柏瑞基金,罗远航
008651.OF,博时富进一年期定开债发起式,博时富进纯债一年定期开放债券型发起式证券投资基金,博时基金,李秋实
008652.OF,长城中债1-3年政金债A,长城中债1-3年政策性金融债指数证券投资基金,长城基金,张棪
008653.OF,长城中债1-3年政金债C,长城中债1-3年政策性金融债指数证券投资基金,长城基金,张棪
008654.OF,诺德汇盈一年定开,诺德汇盈纯债一年定期开放债券型发起式证券投资基金,诺德基金,赵滔滔
008655.OF,招商科技创新混合A,招商科技创新混合型证券投资基金,招商基金,张林
008656.OF,招商科技创新混合C,招商科技创新混合型证券投资基金,招商基金,张林
008657.OF,景顺长城科技创新混合,景顺长城科技创新混合型证券投资基金,景顺长城基金,李进
008658.OF,农银汇理中证国债及政策性金融债1-5年指数,农银汇理中证国债及政策性金融债1-5年指数证券投资基金,农银汇理基金,姚臻
008659.OF,中邮淳享66个月定开债,中邮淳享66个月定期开放债券型证券投资基金,中邮基金,武志骁、张悦
008661.OF,嘉实致融一年定期债券,嘉实致融一年定期开放债券型发起式证券投资基金,嘉实基金,轩璇、胡永青
008662.OF,中银澳享一年定期开放债券,中银澳享一年定期开放债券型发起式证券投资基金,中银基金,周毅
008663.OF,中银同享一年定期开放债券,中银同享一年定期开放债券型发起式证券投资基金,中银基金,王晓彦
008664.OF,嘉实鑫和一年持有期混合A,嘉实鑫和一年持有期混合型证券投资基金,嘉实基金,王茜、黄欣欣
008665.OF,嘉实鑫和一年持有期混合C,嘉实鑫和一年持有期混合型证券投资基金,嘉实基金,王茜、黄欣欣
008666.OF,国泰鑫利一年持有期混合A,国泰鑫利一年持有期混合型证券投资基金,国泰基金,程瑶
008667.OF,国泰鑫利一年持有期混合C,国泰鑫利一年持有期混合型证券投资基金,国泰基金,程瑶
008668.OF,西部利得双盈一年定开债券,西部利得双盈一年定期开放债券型发起式证券投资基金,西部利得基金,张英
008669.OF,方正富邦禾利39个月定开债A,方正富邦禾利39个月定期开放债券型证券投资基金,方正富邦基金,王靖
008670.OF,方正富邦禾利39个月定开债C,方正富邦禾利39个月定期开放债券型证券投资基金,方正富邦基金,王靖
008671.OF,银华科技创新混合,银华科技创新混合型证券投资基金,银华基金,唐能
008672.OF,宝盈祥泽混合A,宝盈祥泽混合型证券投资基金,宝盈基金,吕姝仪
008673.OF,宝盈祥泽混合C,宝盈祥泽混合型证券投资基金,宝盈基金,吕姝仪
008674.OF,博时稳悦63个月定开债,博时稳悦63个月定期开放债券型证券投资基金,博时基金,陈黎
008675.OF,华安鑫浦定开债A,华安鑫浦87个月定期开放债券型证券投资基金,华安基金,孙丽娜
008676.OF,华安鑫浦定开债C,华安鑫浦87个月定期开放债券型证券投资基金,华安基金,孙丽娜
008677.OF,银华中债1-3年国开行债券,银华中债1-3年国开行债券指数证券投资基金,银华基金,赵旭东
008678.OF,财通兴利纯债12个月定开债,财通兴利纯债12个月定期开放债券型发起式证券投资基金,财通基金,林洪钧
008679.OF,长盛中债1-3年政策性金融债A,长盛中债1-3年政策性金融债指数证券投资基金,长盛基金,王赛飞
008680.OF,长盛中债1-3年政策性金融债C,长盛中债1-3年政策性金融债指数证券投资基金,长盛基金,王赛飞
008681.OF,鹏华价值成长混合,鹏华价值成长混合型证券投资基金,鹏华基金,陈璇淼
008682.OF,富国中证红利指数增强C,富国中证红利指数增强型证券投资基金,富国基金,徐幼华、方旻
008684.OF,宝盈盈旭纯债债券A,宝盈盈旭纯债债券型证券投资基金,宝盈基金,高宇
008685.OF,宝盈盈旭纯债债券C,宝盈盈旭纯债债券型证券投资基金,宝盈基金,高宇
008686.OF,大成景优中短债A,大成景优中短债债券型证券投资基金,大成基金,汪伟、张俊杰
008687.OF,大成景优中短债C,大成景优中短债债券型证券投资基金,大成基金,汪伟、张俊杰
008688.OF,大成景乐纯债债券A,大成景乐纯债债券型证券投资基金,大成基金,汪伟
008689.OF,大成景乐纯债债券C,大成景乐纯债债券型证券投资基金,大成基金,汪伟
008690.OF,平安增利六个月定开债A,平安增利六个月定期开放债券型证券投资基金,平安基金,周恩源
008691.OF,平安增利六个月定开债C,平安增利六个月定期开放债券型证券投资基金,平安基金,周恩源
008692.OF,平安增利六个月定开债E,平安增利六个月定期开放债券型证券投资基金,平安基金,周恩源
008693.OF,民生加银聚享39个月定期纯债,民生加银聚享39个月定期开放纯债债券型证券投资基金,民生加银基金,张玓
008694.OF,平安元盛超短债A,平安元盛超短债债券型证券投资基金,平安基金,苏宁
008695.OF,平安元盛超短债C,平安元盛超短债债券型证券投资基金,平安基金,苏宁
008696.OF,平安元盛超短债E,平安元盛超短债债券型证券投资基金,平安基金,苏宁
008697.OF,交银养老2035三年(FOF),交银施罗德养老目标日期2035三年持有期混合型基金中基金(FOF),交银施罗德基金,蔡铮
008698.OF,前海联合泳嘉纯债A,新疆前海联合泳嘉纯债债券型证券投资基金,前海联合,张文
008699.OF,前海联合泳嘉纯债C,新疆前海联合泳嘉纯债债券型证券投资基金,前海联合,张文
008700.OF,泰康瑞丰3月定开债券,泰康瑞丰纯债3个月定期开放债券型证券投资基金,泰康资产,经惠云
008701.OF,华夏黄金ETF联接A,华夏黄金交易型开放式证券投资基金发起式联接基金,华夏基金,荣膺
008702.OF,华夏黄金ETF联接C,华夏黄金交易型开放式证券投资基金发起式联接基金,华夏基金,荣膺
008703.OF,前海联合泰瑞纯债C,新疆前海联合泰瑞纯债债券型证券投资基金,前海联合,黄浩东
008704.OF,广发高股息优享混合A,广发高股息优享混合型证券投资基金,广发基金,杨定光
008705.OF,广发高股息优享混合C,广发高股息优享混合型证券投资基金,广发基金,杨定光
008706.OF,建信富时100指数(QDII)人民币C,建信富时100指数型证券投资基金(QDII),建信基金,李博涵、朱金钰
008707.OF,建信富时100指数(QDII)美元现汇A,建信富时100指数型证券投资基金(QDII),建信基金,李博涵、朱金钰
008708.OF,建信富时100指数(QDII)美元现汇C,建信富时100指数型证券投资基金(QDII),建信基金,李博涵、朱金钰
008709.OF,银河龙头股票,银河龙头精选股票型发起式证券投资基金,银河基金,祝建辉、陈伯祯
008710.OF,宝盈盈顺纯债债券A,宝盈盈顺纯债债券型证券投资基金,宝盈基金,高宇
008711.OF,宝盈盈顺纯债债券C,宝盈盈顺纯债债券型证券投资基金,宝盈基金,高宇
008712.OF,景顺长城品质成长混合,景顺长城品质成长混合型证券投资基金,景顺长城基金,刘苏
008713.OF,国泰中证全指家用电器ETF联接A,国泰中证全指家用电器交易型开放式指数证券投资基金发起式联接基金,国泰基金,谢东旭
008714.OF,国泰中证全指家用电器ETF联接C,国泰中证全指家用电器交易型开放式指数证券投资基金发起式联接基金,国泰基金,谢东旭
008715.OF,景顺长城价值驱动一年持有期混合,景顺长城价值驱动一年持有期灵活配置混合型证券投资基金,景顺长城基金,鲍无可
008716.OF,鹏华优质回报两年定开混合,鹏华优质回报两年定期开放混合型证券投资基金,鹏华基金,王宗合
008717.OF,德邦锐恒39个月定开债A,德邦锐恒39个月定期开放债券型证券投资基金,德邦基金,范文静
008718.OF,德邦锐恒39个月定开债C,德邦锐恒39个月定期开放债券型证券投资基金,德邦基金,范文静
008719.OF,德邦安顺混合A,德邦安顺混合型证券投资基金,德邦基金,徐一阳、张铮烁
008720.OF,德邦安顺混合C,德邦安顺混合型证券投资基金,德邦基金,徐一阳、张铮烁
008721.OF,华商鸿益一年定期开放债券型发起式,华商鸿益一年定期开放债券型发起式证券投资基金,华商基金,胡中原
008722.OF,永赢欣益一年,永赢欣益纯债一年定期开放债券型发起式证券投资基金,永赢基金,杨凡颖、吴玮
008723.OF,永赢鑫享混合,永赢鑫享混合型证券投资基金,永赢基金,万纯、陶毅
008724.OF,泓德裕瑞三年定开债券,泓德裕瑞三年定期开放债券型发起式证券投资基金,泓德基金,毛静平
008726.OF,平安添裕债券A,平安添裕债券型证券投资基金,平安基金,韩克
008727.OF,平安添裕债券C,平安添裕债券型证券投资基金,平安基金,韩克
008728.OF,同泰恒利纯债A,同泰恒利纯债债券型证券投资基金,同泰基金,鲁秦
008729.OF,同泰恒利纯债C,同泰恒利纯债债券型证券投资基金,同泰基金,鲁秦
008730.OF,天弘纯享一年定开,天弘纯享一年定期开放债券型发起式证券投资基金,天弘基金,柴文婷
008731.OF,招商添浩纯债A,招商添浩纯债债券型证券投资基金,招商基金,滕越
008732.OF,招商添浩纯债C,招商添浩纯债债券型证券投资基金,招商基金,滕越
008733.OF,易方达易理财货币B,易方达易理财货币市场基金,易方达基金,石大怿、刘朝阳(休产假)
008734.OF,交银科锐科技创新混合,交银施罗德科锐科技创新混合型证券投资基金,交银施罗德基金,高扬
008735.OF,汇安盛鑫三年定开纯债债券,汇安盛鑫三年定期开放纯债债券型发起式证券投资基金,汇安基金,张昆
008736.OF,南方高股息股票A,南方高股息主题股票型证券投资基金,南方基金,黄春逢
008737.OF,南方高股息股票C,南方高股息主题股票型证券投资基金,南方基金,黄春逢
008738.OF,天弘兴享一年定开,天弘兴享一年定期开放债券型发起式证券投资基金,天弘基金,柴文婷
008739.OF,中欧同益债券,中欧同益一年定期开放债券型发起式证券投资基金,中欧基金,洪慧梅
008740.OF,国寿安保尊盛双债债券A,国寿安保尊盛双债债券型证券投资基金,国寿安保基金,吴闻
008741.OF,国寿安保尊盛双债债券C,国寿安保尊盛双债债券型证券投资基金,国寿安保基金,吴闻
008742.OF,天治天得利货币B,天治天得利货币市场基金,天治基金,郝杰
008743.OF,南方集利18个月债券A,南方集利18个月定期开放债券型证券投资基金,南方基金,金凌志
008744.OF,南方集利18个月债券C,南方集利18个月定期开放债券型证券投资基金,南方基金,金凌志
008745.OF,南方尊利一年债券,南方尊利一年定期开放债券型发起式证券投资基金,南方基金,黄斌斌
008746.OF,财通多利纯债,财通多利纯债债券型证券投资基金,财通基金,林洪钧
008747.OF,大成景泰纯债债券A,大成景泰纯债债券型证券投资基金,大成基金,汪伟
